serial,00bkg,01body,02cheeks,03eye,04beak,05face,06hat,07clothes,dna
4703,bkg04,body01,NONE,Eye03,Beak01,NONE,hat83,clothes57,bkg04--body01--NONE--Eye03--Beak01--NONE--hat83--clothes57
4704,bkg01,body01,cheeks10,Eye01,Beak05,NONE,hat10,clothes64,bkg01--body01--cheeks10--Eye01--Beak05--NONE--hat10--clothes64
4705,bkg07,body01,cheeks10,Eye03,Beak03,face01,hat12,clothes70,bkg07--body01--cheeks10--Eye03--Beak03--face01--hat12--clothes70
4706,bkg03,body01,cheeks08,Eye26,Beak12,NONE,hat02,clothes10,bkg03--body01--cheeks08--Eye26--Beak12--NONE--hat02--clothes10
4707,bkg06,body01,cheeks09,Eye25,Beak01,NONE,hat83,clothes55,bkg06--body01--cheeks09--Eye25--Beak01--NONE--hat83--clothes55
4708,bkg04,body01,NONE,Eye20,Beak09,NONE,hat65,clothes05,bkg04--body01--NONE--Eye20--Beak09--NONE--hat65--clothes05
4709,bkg03,body01,cheeks05,Eye10,Beak03,face05,hat73,clothes62,bkg03--body01--cheeks05--Eye10--Beak03--face05--hat73--clothes62
4710,bkg03,body01,cheeks08,Eye25,Beak05,NONE,hat14,clothes15,bkg03--body01--cheeks08--Eye25--Beak05--NONE--hat14--clothes15
4711,bkg02,body01,cheeks09,Eye25,Beak01,NONE,hat71,clothes11,bkg02--body01--cheeks09--Eye25--Beak01--NONE--hat71--clothes11
4712,bkg05,body01,NONE,Eye10,Beak04,NONE,hat15,clothes63,bkg05--body01--NONE--Eye10--Beak04--NONE--hat15--clothes63
4713,bkg05,body01,cheeks07,Eye10,Beak08,face01,NONE,clothes29,bkg05--body01--cheeks07--Eye10--Beak08--face01--NONE--clothes29
4714,bkg07,body01,cheeks10,Eye14,Beak08,NONE,hat06,clothes27,bkg07--body01--cheeks10--Eye14--Beak08--NONE--hat06--clothes27
4715,bkg05,body01,cheeks11,Eye18,Beak09,NONE,hat10,clothes68,bkg05--body01--cheeks11--Eye18--Beak09--NONE--hat10--clothes68
4716,bkg02,body01,cheeks12,Eye10,Beak05,NONE,hat66,clothes20,bkg02--body01--cheeks12--Eye10--Beak05--NONE--hat66--clothes20
4717,bkg07,body01,cheeks05,Eye07,Beak12,face01,hat09,clothes07,bkg07--body01--cheeks05--Eye07--Beak12--face01--hat09--clothes07
4718,bkg07,body01,cheeks13,Eye23,Beak09,face10,hat32,clothes02,bkg07--body01--cheeks13--Eye23--Beak09--face10--hat32--clothes02
4719,bkg05,body01,cheeks04,Eye10,Beak02,face04,hat12,clothes68,bkg05--body01--cheeks04--Eye10--Beak02--face04--hat12--clothes68
4720,bkg06,body01,NONE,Eye05,Beak02,face01,hat20,clothes14,bkg06--body01--NONE--Eye05--Beak02--face01--hat20--clothes14
4721,bkg04,body01,cheeks08,Eye10,Beak05,face10,hat71,NONE,bkg04--body01--cheeks08--Eye10--Beak05--face10--hat71--NONE
4722,bkg04,body01,cheeks13,Eye05,Beak11,NONE,hat33,NONE,bkg04--body01--cheeks13--Eye05--Beak11--NONE--hat33--NONE
4723,bkg03,body01,cheeks12,Eye18,Beak01,face01,hat49,clothes74,bkg03--body01--cheeks12--Eye18--Beak01--face01--hat49--clothes74
4724,bkg02,body01,cheeks11,Eye05,Beak02,face01,NONE,clothes10,bkg02--body01--cheeks11--Eye05--Beak02--face01--NONE--clothes10
4725,bkg01,body01,cheeks08,Eye02,Beak07,NONE,hat70,clothes72,bkg01--body01--cheeks08--Eye02--Beak07--NONE--hat70--clothes72
4726,bkg05,body01,NONE,Eye26,Beak02,face10,hat06,clothes16,bkg05--body01--NONE--Eye26--Beak02--face10--hat06--clothes16
4727,bkg03,body01,cheeks06,Eye11,Beak09,NONE,hat28,clothes22,bkg03--body01--cheeks06--Eye11--Beak09--NONE--hat28--clothes22
4728,bkg05,body01,cheeks08,Eye19,Beak08,NONE,hat76,clothes56,bkg05--body01--cheeks08--Eye19--Beak08--NONE--hat76--clothes56
4729,bkg03,body01,NONE,Eye14,Beak03,NONE,hat28,clothes83,bkg03--body01--NONE--Eye14--Beak03--NONE--hat28--clothes83
4730,bkg01,body01,cheeks06,Eye01,Beak03,face10,hat74,clothes07,bkg01--body01--cheeks06--Eye01--Beak03--face10--hat74--clothes07
4731,bkg01,body01,cheeks05,Eye07,Beak06,face04,hat35,clothes56,bkg01--body01--cheeks05--Eye07--Beak06--face04--hat35--clothes56
4732,bkg04,body01,cheeks08,Eye06,Beak13,NONE,hat24,clothes44,bkg04--body01--cheeks08--Eye06--Beak13--NONE--hat24--clothes44
4733,bkg06,body01,cheeks04,Eye10,Beak11,NONE,hat64,clothes70,bkg06--body01--cheeks04--Eye10--Beak11--NONE--hat64--clothes70
4734,bkg02,body01,cheeks05,Eye02,Beak08,NONE,hat51,clothes19,bkg02--body01--cheeks05--Eye02--Beak08--NONE--hat51--clothes19
4735,bkg02,body01,cheeks13,Eye12,Beak06,NONE,hat31,clothes43,bkg02--body01--cheeks13--Eye12--Beak06--NONE--hat31--clothes43
4736,bkg02,body01,cheeks13,Eye01,Beak05,NONE,hat30,clothes12,bkg02--body01--cheeks13--Eye01--Beak05--NONE--hat30--clothes12
4737,bkg01,body01,cheeks04,Eye17,Beak03,face06,hat83,clothes61,bkg01--body01--cheeks04--Eye17--Beak03--face06--hat83--clothes61
4738,bkg03,body01,cheeks13,Eye20,Beak10,NONE,hat25,clothes54,bkg03--body01--cheeks13--Eye20--Beak10--NONE--hat25--clothes54
4739,bkg04,body01,cheeks07,Eye21,Beak02,NONE,hat38,clothes55,bkg04--body01--cheeks07--Eye21--Beak02--NONE--hat38--clothes55
4740,bkg07,body01,cheeks11,Eye09,Beak07,face03,hat04,clothes15,bkg07--body01--cheeks11--Eye09--Beak07--face03--hat04--clothes15
4741,bkg03,body01,cheeks1,Eye07,Beak01,face01,hat03,clothes23,bkg03--body01--cheeks1--Eye07--Beak01--face01--hat03--clothes23
4742,bkg06,body01,cheeks07,Eye21,Beak09,NONE,hat65,clothes35,bkg06--body01--cheeks07--Eye21--Beak09--NONE--hat65--clothes35
4743,bkg02,body01,cheeks02,Eye17,Beak02,NONE,hat23,clothes01,bkg02--body01--cheeks02--Eye17--Beak02--NONE--hat23--clothes01
4744,bkg07,body01,cheeks12,Eye19,Beak12,NONE,hat43,clothes72,bkg07--body01--cheeks12--Eye19--Beak12--NONE--hat43--clothes72
4745,bkg06,body01,NONE,Eye01,Beak05,face04,hat08,clothes50,bkg06--body01--NONE--Eye01--Beak05--face04--hat08--clothes50
4746,bkg07,body01,cheeks08,Eye15,Beak03,NONE,hat26,clothes17,bkg07--body01--cheeks08--Eye15--Beak03--NONE--hat26--clothes17
4747,bkg05,body01,cheeks13,Eye12,Beak02,face05,hat18,clothes51,bkg05--body01--cheeks13--Eye12--Beak02--face05--hat18--clothes51
4748,bkg02,body01,NONE,Eye02,Beak11,NONE,hat42,clothes31,bkg02--body01--NONE--Eye02--Beak11--NONE--hat42--clothes31
4749,bkg06,body01,cheeks06,Eye01,Beak07,face06,hat26,clothes49,bkg06--body01--cheeks06--Eye01--Beak07--face06--hat26--clothes49
4750,bkg01,body01,NONE,Eye23,Beak08,NONE,hat25,clothes20,bkg01--body01--NONE--Eye23--Beak08--NONE--hat25--clothes20
4751,bkg05,body01,cheeks08,Eye06,Beak10,NONE,hat08,clothes69,bkg05--body01--cheeks08--Eye06--Beak10--NONE--hat08--clothes69
4752,bkg06,body01,cheeks04,Eye30,Beak08,face01,hat55,clothes66,bkg06--body01--cheeks04--Eye30--Beak08--face01--hat55--clothes66
4753,bkg02,body01,cheeks10,Eye20,Beak06,face03,hat12,clothes09,bkg02--body01--cheeks10--Eye20--Beak06--face03--hat12--clothes09
4754,bkg01,body01,NONE,Eye15,Beak04,face10,hat62,clothes19,bkg01--body01--NONE--Eye15--Beak04--face10--hat62--clothes19
4755,bkg04,body01,cheeks12,Eye27,Beak12,NONE,hat19,clothes54,bkg04--body01--cheeks12--Eye27--Beak12--NONE--hat19--clothes54
4756,bkg06,body01,NONE,Eye05,Beak02,NONE,hat31,clothes67,bkg06--body01--NONE--Eye05--Beak02--NONE--hat31--clothes67
4757,bkg02,body01,cheeks06,Eye15,Beak03,NONE,hat18,NONE,bkg02--body01--cheeks06--Eye15--Beak03--NONE--hat18--NONE
4758,bkg03,body01,cheeks10,Eye04,Beak07,NONE,hat29,clothes20,bkg03--body01--cheeks10--Eye04--Beak07--NONE--hat29--clothes20
4759,bkg05,body01,cheeks05,Eye08,Beak12,NONE,hat62,clothes14,bkg05--body01--cheeks05--Eye08--Beak12--NONE--hat62--clothes14
4760,bkg01,body01,cheeks08,Eye01,Beak12,face03,hat69,NONE,bkg01--body01--cheeks08--Eye01--Beak12--face03--hat69--NONE
4761,bkg07,body01,cheeks12,Eye05,Beak05,NONE,hat10,clothes68,bkg07--body01--cheeks12--Eye05--Beak05--NONE--hat10--clothes68
4762,bkg01,body01,NONE,Eye21,Beak06,face04,hat02,clothes55,bkg01--body01--NONE--Eye21--Beak06--face04--hat02--clothes55
4763,bkg04,body01,cheeks12,Eye11,Beak11,face01,hat02,NONE,bkg04--body01--cheeks12--Eye11--Beak11--face01--hat02--NONE
4764,bkg04,body01,NONE,Eye01,Beak11,face01,NONE,clothes41,bkg04--body01--NONE--Eye01--Beak11--face01--NONE--clothes41
4765,bkg05,body01,cheeks13,Eye22,Beak03,face05,hat47,clothes40,bkg05--body01--cheeks13--Eye22--Beak03--face05--hat47--clothes40
4766,bkg02,body01,cheeks12,Eye07,Beak13,NONE,hat05,clothes48,bkg02--body01--cheeks12--Eye07--Beak13--NONE--hat05--clothes48
4767,bkg03,body01,NONE,Eye07,Beak09,face04,hat11,clothes20,bkg03--body01--NONE--Eye07--Beak09--face04--hat11--clothes20
4768,bkg04,body01,NONE,Eye25,Beak01,NONE,hat38,clothes47,bkg04--body01--NONE--Eye25--Beak01--NONE--hat38--clothes47
4769,bkg05,body01,cheeks05,Eye20,Beak01,NONE,hat33,clothes11,bkg05--body01--cheeks05--Eye20--Beak01--NONE--hat33--clothes11
4770,bkg06,body01,cheeks11,Eye03,Beak04,NONE,hat32,clothes34,bkg06--body01--cheeks11--Eye03--Beak04--NONE--hat32--clothes34
4771,bkg04,body01,NONE,Eye06,Beak07,NONE,hat71,clothes32,bkg04--body01--NONE--Eye06--Beak07--NONE--hat71--clothes32
4772,bkg03,body01,NONE,Eye01,Beak03,face01,hat15,clothes30,bkg03--body01--NONE--Eye01--Beak03--face01--hat15--clothes30
4773,bkg02,body01,cheeks05,Eye10,Beak02,NONE,hat16,clothes70,bkg02--body01--cheeks05--Eye10--Beak02--NONE--hat16--clothes70
4774,bkg03,body01,cheeks06,Eye07,Beak03,NONE,hat04,clothes74,bkg03--body01--cheeks06--Eye07--Beak03--NONE--hat04--clothes74
4775,bkg01,body01,cheeks06,Eye12,Beak11,face06,hat31,clothes36,bkg01--body01--cheeks06--Eye12--Beak11--face06--hat31--clothes36
4776,bkg05,body01,cheeks13,Eye17,Beak12,face01,hat27,clothes42,bkg05--body01--cheeks13--Eye17--Beak12--face01--hat27--clothes42
4777,bkg03,body01,cheeks05,Eye25,Beak05,NONE,hat10,NONE,bkg03--body01--cheeks05--Eye25--Beak05--NONE--hat10--NONE
4778,bkg06,body01,cheeks07,Eye06,Beak01,NONE,hat21,clothes65,bkg06--body01--cheeks07--Eye06--Beak01--NONE--hat21--clothes65
4779,bkg05,body01,cheeks13,Eye07,Beak03,NONE,hat16,clothes09,bkg05--body01--cheeks13--Eye07--Beak03--NONE--hat16--clothes09
4780,bkg06,body01,cheeks04,Eye16,Beak11,face01,hat38,clothes48,bkg06--body01--cheeks04--Eye16--Beak11--face01--hat38--clothes48
4781,bkg02,body01,cheeks05,Eye12,Beak12,NONE,hat47,clothes51,bkg02--body01--cheeks05--Eye12--Beak12--NONE--hat47--clothes51
4782,bkg07,body01,cheeks12,Eye07,Beak03,NONE,hat16,clothes35,bkg07--body01--cheeks12--Eye07--Beak03--NONE--hat16--clothes35
4783,bkg01,body01,cheeks10,Eye18,Beak12,NONE,hat26,clothes09,bkg01--body01--cheeks10--Eye18--Beak12--NONE--hat26--clothes09
4784,bkg02,body01,cheeks06,Eye02,Beak01,NONE,hat32,clothes50,bkg02--body01--cheeks06--Eye02--Beak01--NONE--hat32--clothes50
4785,bkg05,body01,cheeks11,Eye19,Beak07,face01,hat32,clothes68,bkg05--body01--cheeks11--Eye19--Beak07--face01--hat32--clothes68
4786,bkg05,body01,NONE,Eye21,Beak03,face10,hat74,clothes38,bkg05--body01--NONE--Eye21--Beak03--face10--hat74--clothes38
4787,bkg02,body01,cheeks12,Eye23,Beak01,NONE,NONE,clothes26,bkg02--body01--cheeks12--Eye23--Beak01--NONE--NONE--clothes26
4788,bkg05,body01,cheeks04,Eye15,Beak01,NONE,hat12,clothes33,bkg05--body01--cheeks04--Eye15--Beak01--NONE--hat12--clothes33
4789,bkg04,body01,cheeks07,Eye02,Beak08,face04,hat07,clothes61,bkg04--body01--cheeks07--Eye02--Beak08--face04--hat07--clothes61
4790,bkg05,body01,cheeks08,Eye10,Beak08,face04,NONE,clothes18,bkg05--body01--cheeks08--Eye10--Beak08--face04--NONE--clothes18
4791,bkg01,body01,cheeks05,Eye01,Beak04,NONE,hat74,clothes32,bkg01--body01--cheeks05--Eye01--Beak04--NONE--hat74--clothes32
4792,bkg01,body01,cheeks03,Eye03,Beak13,NONE,hat12,clothes09,bkg01--body01--cheeks03--Eye03--Beak13--NONE--hat12--clothes09
4793,bkg06,body01,cheeks12,Eye04,Beak09,face04,hat13,clothes72,bkg06--body01--cheeks12--Eye04--Beak09--face04--hat13--clothes72
4794,bkg04,body01,NONE,Eye21,Beak06,face10,hat13,clothes67,bkg04--body01--NONE--Eye21--Beak06--face10--hat13--clothes67
4795,bkg03,body01,cheeks13,Eye26,Beak03,NONE,hat07,clothes70,bkg03--body01--cheeks13--Eye26--Beak03--NONE--hat07--clothes70
4796,bkg07,body01,cheeks12,Eye15,Beak11,face06,hat53,clothes77,bkg07--body01--cheeks12--Eye15--Beak11--face06--hat53--clothes77
4797,bkg02,body01,cheeks07,Eye14,Beak05,NONE,hat83,clothes14,bkg02--body01--cheeks07--Eye14--Beak05--NONE--hat83--clothes14
4798,bkg06,body01,cheeks13,Eye24,Beak03,face06,NONE,clothes66,bkg06--body01--cheeks13--Eye24--Beak03--face06--NONE--clothes66
4799,bkg05,body01,NONE,Eye03,Beak01,NONE,hat68,clothes05,bkg05--body01--NONE--Eye03--Beak01--NONE--hat68--clothes05
4800,bkg07,body01,cheeks1,Eye22,Beak04,NONE,hat16,clothes62,bkg07--body01--cheeks1--Eye22--Beak04--NONE--hat16--clothes62
4801,bkg03,body01,cheeks04,Eye11,Beak09,face04,hat07,clothes51,bkg03--body01--cheeks04--Eye11--Beak09--face04--hat07--clothes51
4802,bkg06,body01,cheeks06,Eye01,Beak04,face01,hat73,clothes58,bkg06--body01--cheeks06--Eye01--Beak04--face01--hat73--clothes58
4803,bkg06,body01,NONE,Eye27,Beak06,NONE,hat65,clothes01,bkg06--body01--NONE--Eye27--Beak06--NONE--hat65--clothes01
4804,bkg02,body01,cheeks06,Eye01,Beak11,NONE,NONE,NONE,bkg02--body01--cheeks06--Eye01--Beak11--NONE--NONE--NONE
4805,bkg01,body01,cheeks12,Eye08,Beak01,NONE,hat83,clothes28,bkg01--body01--cheeks12--Eye08--Beak01--NONE--hat83--clothes28
4806,bkg05,body01,cheeks06,Eye05,Beak07,face01,hat32,clothes60,bkg05--body01--cheeks06--Eye05--Beak07--face01--hat32--clothes60
4807,bkg01,body01,NONE,Eye03,Beak04,NONE,hat17,clothes31,bkg01--body01--NONE--Eye03--Beak04--NONE--hat17--clothes31
4808,bkg07,body01,cheeks12,Eye20,Beak08,face01,NONE,clothes02,bkg07--body01--cheeks12--Eye20--Beak08--face01--NONE--clothes02
4809,bkg02,body01,cheeks05,Eye10,Beak12,NONE,hat53,clothes62,bkg02--body01--cheeks05--Eye10--Beak12--NONE--hat53--clothes62
4810,bkg04,body01,cheeks12,Eye01,Beak02,NONE,hat10,clothes33,bkg04--body01--cheeks12--Eye01--Beak02--NONE--hat10--clothes33
4811,bkg07,body01,NONE,Eye03,Beak05,NONE,hat01,NONE,bkg07--body01--NONE--Eye03--Beak05--NONE--hat01--NONE
4812,bkg06,body01,cheeks06,Eye08,Beak05,face10,hat38,clothes22,bkg06--body01--cheeks06--Eye08--Beak05--face10--hat38--clothes22
4813,bkg06,body01,NONE,Eye10,Beak06,NONE,hat27,clothes53,bkg06--body01--NONE--Eye10--Beak06--NONE--hat27--clothes53
4814,bkg01,body01,cheeks03,Eye25,Beak09,face01,hat43,clothes19,bkg01--body01--cheeks03--Eye25--Beak09--face01--hat43--clothes19
4815,bkg04,body01,cheeks13,Eye01,Beak03,NONE,hat02,clothes51,bkg04--body01--cheeks13--Eye01--Beak03--NONE--hat02--clothes51
4816,bkg03,body01,NONE,Eye01,Beak05,NONE,hat03,clothes14,bkg03--body01--NONE--Eye01--Beak05--NONE--hat03--clothes14
4817,bkg01,body01,cheeks12,Eye17,Beak03,NONE,hat17,clothes12,bkg01--body01--cheeks12--Eye17--Beak03--NONE--hat17--clothes12
4818,bkg03,body01,cheeks10,Eye20,Beak12,face01,NONE,clothes38,bkg03--body01--cheeks10--Eye20--Beak12--face01--NONE--clothes38
4819,bkg05,body01,cheeks12,Eye03,Beak11,NONE,hat03,clothes26,bkg05--body01--cheeks12--Eye03--Beak11--NONE--hat03--clothes26
4820,bkg04,body01,cheeks05,Eye04,Beak06,NONE,hat68,clothes46,bkg04--body01--cheeks05--Eye04--Beak06--NONE--hat68--clothes46
4821,bkg01,body01,cheeks07,Eye07,Beak10,NONE,hat46,clothes08,bkg01--body01--cheeks07--Eye07--Beak10--NONE--hat46--clothes08
4822,bkg05,body01,cheeks06,Eye01,Beak05,NONE,hat56,clothes08,bkg05--body01--cheeks06--Eye01--Beak05--NONE--hat56--clothes08
4823,bkg06,body01,cheeks11,Eye17,Beak08,face01,hat54,clothes11,bkg06--body01--cheeks11--Eye17--Beak08--face01--hat54--clothes11
4824,bkg04,body01,cheeks08,Eye11,Beak06,face04,hat10,NONE,bkg04--body01--cheeks08--Eye11--Beak06--face04--hat10--NONE
4825,bkg07,body01,NONE,Eye03,Beak08,NONE,hat05,clothes04,bkg07--body01--NONE--Eye03--Beak08--NONE--hat05--clothes04
4826,bkg05,body01,cheeks08,Eye06,Beak11,NONE,hat37,clothes82,bkg05--body01--cheeks08--Eye06--Beak11--NONE--hat37--clothes82
4827,bkg06,body01,cheeks12,Eye14,Beak10,NONE,NONE,clothes73,bkg06--body01--cheeks12--Eye14--Beak10--NONE--NONE--clothes73
4828,bkg06,body01,NONE,Eye07,Beak01,NONE,hat21,clothes54,bkg06--body01--NONE--Eye07--Beak01--NONE--hat21--clothes54
4829,bkg07,body01,cheeks07,Eye08,Beak08,NONE,hat52,clothes04,bkg07--body01--cheeks07--Eye08--Beak08--NONE--hat52--clothes04
4830,bkg03,body01,cheeks12,Eye04,Beak03,NONE,hat35,NONE,bkg03--body01--cheeks12--Eye04--Beak03--NONE--hat35--NONE
4831,bkg04,body01,cheeks10,Eye01,Beak02,NONE,hat06,clothes55,bkg04--body01--cheeks10--Eye01--Beak02--NONE--hat06--clothes55
4832,bkg01,body01,cheeks11,Eye10,Beak11,NONE,hat11,clothes50,bkg01--body01--cheeks11--Eye10--Beak11--NONE--hat11--clothes50
4833,bkg03,body01,NONE,Eye12,Beak01,face01,hat10,clothes67,bkg03--body01--NONE--Eye12--Beak01--face01--hat10--clothes67
4834,bkg05,body01,cheeks02,Eye24,Beak04,face05,hat07,clothes75,bkg05--body01--cheeks02--Eye24--Beak04--face05--hat07--clothes75
4835,bkg07,body01,cheeks11,Eye19,Beak10,NONE,hat57,clothes36,bkg07--body01--cheeks11--Eye19--Beak10--NONE--hat57--clothes36
4836,bkg02,body01,NONE,Eye17,Beak13,NONE,hat51,clothes23,bkg02--body01--NONE--Eye17--Beak13--NONE--hat51--clothes23
4837,bkg07,body01,cheeks04,Eye17,Beak09,face07,hat10,clothes23,bkg07--body01--cheeks04--Eye17--Beak09--face07--hat10--clothes23
4838,bkg04,body01,NONE,Eye06,Beak08,NONE,hat04,clothes61,bkg04--body01--NONE--Eye06--Beak08--NONE--hat04--clothes61
4839,bkg05,body01,cheeks06,Eye11,Beak10,NONE,hat82,clothes68,bkg05--body01--cheeks06--Eye11--Beak10--NONE--hat82--clothes68
4840,bkg06,body01,cheeks08,Eye24,Beak06,face06,hat53,NONE,bkg06--body01--cheeks08--Eye24--Beak06--face06--hat53--NONE
4841,bkg04,body01,cheeks06,Eye16,Beak06,face01,hat45,clothes36,bkg04--body01--cheeks06--Eye16--Beak06--face01--hat45--clothes36
4842,bkg03,body01,cheeks1,Eye21,Beak08,face01,hat21,clothes28,bkg03--body01--cheeks1--Eye21--Beak08--face01--hat21--clothes28
4843,bkg03,body01,NONE,Eye21,Beak01,face01,hat53,clothes71,bkg03--body01--NONE--Eye21--Beak01--face01--hat53--clothes71
4844,bkg06,body01,cheeks02,Eye10,Beak08,NONE,hat08,clothes37,bkg06--body01--cheeks02--Eye10--Beak08--NONE--hat08--clothes37
4845,bkg04,body01,cheeks12,Eye03,Beak03,NONE,NONE,clothes08,bkg04--body01--cheeks12--Eye03--Beak03--NONE--NONE--clothes08
4846,bkg05,body01,cheeks12,Eye04,Beak13,NONE,hat34,clothes70,bkg05--body01--cheeks12--Eye04--Beak13--NONE--hat34--clothes70
4847,bkg05,body01,cheeks02,Eye20,Beak08,NONE,hat35,clothes07,bkg05--body01--cheeks02--Eye20--Beak08--NONE--hat35--clothes07
4848,bkg07,body01,cheeks11,Eye20,Beak02,NONE,hat31,clothes28,bkg07--body01--cheeks11--Eye20--Beak02--NONE--hat31--clothes28
4849,bkg02,body01,cheeks08,Eye21,Beak10,NONE,hat32,clothes20,bkg02--body01--cheeks08--Eye21--Beak10--NONE--hat32--clothes20
4850,bkg04,body01,cheeks06,Eye01,Beak10,NONE,hat39,clothes28,bkg04--body01--cheeks06--Eye01--Beak10--NONE--hat39--clothes28
4851,bkg05,body01,NONE,Eye08,Beak10,face03,hat47,clothes29,bkg05--body01--NONE--Eye08--Beak10--face03--hat47--clothes29
4852,bkg03,body01,NONE,Eye17,Beak04,face10,hat70,clothes31,bkg03--body01--NONE--Eye17--Beak04--face10--hat70--clothes31
4853,bkg02,body01,cheeks04,Eye20,Beak11,NONE,hat17,clothes75,bkg02--body01--cheeks04--Eye20--Beak11--NONE--hat17--clothes75
4854,bkg04,body01,cheeks03,Eye08,Beak01,face07,hat48,clothes62,bkg04--body01--cheeks03--Eye08--Beak01--face07--hat48--clothes62
4855,bkg05,body01,cheeks13,Eye04,Beak06,face07,hat05,clothes10,bkg05--body01--cheeks13--Eye04--Beak06--face07--hat05--clothes10
4856,bkg01,body01,NONE,Eye02,Beak12,face04,hat79,clothes10,bkg01--body01--NONE--Eye02--Beak12--face04--hat79--clothes10
4857,bkg03,body01,cheeks11,Eye14,Beak09,NONE,hat26,clothes69,bkg03--body01--cheeks11--Eye14--Beak09--NONE--hat26--clothes69
4858,bkg07,body01,NONE,Eye01,Beak12,NONE,hat35,clothes54,bkg07--body01--NONE--Eye01--Beak12--NONE--hat35--clothes54
4859,bkg01,body01,cheeks06,Eye22,Beak10,face05,hat76,clothes65,bkg01--body01--cheeks06--Eye22--Beak10--face05--hat76--clothes65
4860,bkg04,body01,cheeks03,Eye23,Beak08,NONE,hat09,clothes74,bkg04--body01--cheeks03--Eye23--Beak08--NONE--hat09--clothes74
4861,bkg02,body01,NONE,Eye10,Beak05,NONE,hat26,clothes14,bkg02--body01--NONE--Eye10--Beak05--NONE--hat26--clothes14
4862,bkg05,body01,cheeks05,Eye14,Beak02,NONE,hat22,NONE,bkg05--body01--cheeks05--Eye14--Beak02--NONE--hat22--NONE
4863,bkg02,body01,cheeks08,Eye04,Beak12,face01,hat42,NONE,bkg02--body01--cheeks08--Eye04--Beak12--face01--hat42--NONE
4864,bkg06,body01,cheeks12,Eye01,Beak08,face06,NONE,clothes51,bkg06--body01--cheeks12--Eye01--Beak08--face06--NONE--clothes51
4865,bkg06,body01,cheeks06,Eye05,Beak04,NONE,NONE,clothes41,bkg06--body01--cheeks06--Eye05--Beak04--NONE--NONE--clothes41
4866,bkg05,body01,NONE,Eye22,Beak09,face04,hat06,clothes70,bkg05--body01--NONE--Eye22--Beak09--face04--hat06--clothes70
4867,bkg02,body01,cheeks08,Eye12,Beak06,NONE,hat67,clothes77,bkg02--body01--cheeks08--Eye12--Beak06--NONE--hat67--clothes77
4868,bkg04,body01,cheeks1,Eye07,Beak11,NONE,hat71,clothes20,bkg04--body01--cheeks1--Eye07--Beak11--NONE--hat71--clothes20
4869,bkg03,body01,cheeks03,Eye21,Beak05,NONE,hat45,clothes61,bkg03--body01--cheeks03--Eye21--Beak05--NONE--hat45--clothes61
4870,bkg01,body01,NONE,Eye14,Beak02,NONE,hat65,clothes65,bkg01--body01--NONE--Eye14--Beak02--NONE--hat65--clothes65
4871,bkg04,body01,NONE,Eye08,Beak07,NONE,hat30,clothes04,bkg04--body01--NONE--Eye08--Beak07--NONE--hat30--clothes04
4872,bkg01,body01,cheeks06,Eye26,Beak02,NONE,hat18,clothes63,bkg01--body01--cheeks06--Eye26--Beak02--NONE--hat18--clothes63
4873,bkg05,body01,cheeks11,Eye08,Beak07,NONE,hat29,clothes45,bkg05--body01--cheeks11--Eye08--Beak07--NONE--hat29--clothes45
4874,bkg05,body01,NONE,Eye02,Beak06,NONE,hat08,clothes05,bkg05--body01--NONE--Eye02--Beak06--NONE--hat08--clothes05
4875,bkg01,body01,cheeks08,Eye10,Beak01,NONE,hat14,clothes31,bkg01--body01--cheeks08--Eye10--Beak01--NONE--hat14--clothes31
4876,bkg01,body01,NONE,Eye24,Beak05,face10,hat30,clothes65,bkg01--body01--NONE--Eye24--Beak05--face10--hat30--clothes65
4877,bkg02,body01,cheeks07,Eye19,Beak04,face03,hat34,clothes02,bkg02--body01--cheeks07--Eye19--Beak04--face03--hat34--clothes02
4878,bkg03,body01,cheeks06,Eye16,Beak03,NONE,hat72,clothes63,bkg03--body01--cheeks06--Eye16--Beak03--NONE--hat72--clothes63
4879,bkg05,body01,cheeks13,Eye19,Beak11,NONE,hat17,clothes83,bkg05--body01--cheeks13--Eye19--Beak11--NONE--hat17--clothes83
4880,bkg06,body01,cheeks08,Eye20,Beak08,face01,hat34,NONE,bkg06--body01--cheeks08--Eye20--Beak08--face01--hat34--NONE
4881,bkg06,body01,cheeks08,Eye04,Beak13,face01,hat01,clothes48,bkg06--body01--cheeks08--Eye04--Beak13--face01--hat01--clothes48
4882,bkg02,body01,NONE,Eye23,Beak04,face01,hat02,clothes05,bkg02--body01--NONE--Eye23--Beak04--face01--hat02--clothes05
4883,bkg05,body01,cheeks13,Eye03,Beak09,NONE,hat19,clothes64,bkg05--body01--cheeks13--Eye03--Beak09--NONE--hat19--clothes64
